work_item_id	source_file	yaml_edge_index	source	target	sign	review_status	current_evidence_status	context	self_regulation	mechanism_excerpt	evidence_excerpt
legacy-evidence-6d1c67bfdacbf275b481	benchmarks/human/systems/textbook_extracted.yaml	75	plasma_osmolality	aldosterone	-	proposal-pending	legacy-evidence-unclassified		False	elevated ECF osmolality (following aldosterone-driven Na reabsorption) inhibits further aldosterone release as negative feedback	OpenStax Anatomy & Physiology 2e §anp-157 (26.4: Electrolyte Balance): 'In a negative feedback loop, increased osmolality of the ECF (which follows aldosterone-stimulated sodium absorption) inhibits the release of the hormone.'
legacy-evidence-66e7e11d1db4af65bf46	benchmarks/human/systems/textbook_extracted.yaml	104	plasma_glucose	adipose_tissue_mass	+	proposal-pending	legacy-evidence-unclassified		False	excess plasma glucose enters glycolysis yielding pyruvate, which is used for de novo fatty acid synthesis; these fatty acids are stored in adipose cells, increasing fat mass	OpenStax Biology 2e §bio-34.2 (34.2: Nutrition and Energy Production): 'The pyruvate produced during glycolysis is used to synthesize fatty acids. When there is more glucose in the body than required, the resulting excess pyruvate is conver
legacy-evidence-7dd3d57462fdd55d0830	benchmarks/human/systems/thermoregulation.yaml	8	skin_blood_flow	total_peripheral_resistance	-	proposal-pending	legacy-evidence-unclassified		False	cutaneous vasodilation adds a low-resistance parallel bed, lowering systemic vascular resistance	Rowell 1974 (cutaneous vasodilation reduces TPR during heat stress)
legacy-evidence-db7f11e2c7db034157ad	benchmarks/human/systems/thermoregulation.yaml	9	core_temperature	sa_node_automaticity	+	proposal-pending	legacy-evidence-unclassified		False	rising core temperature accelerates SA-node pacemaker rate / ion-channel kinetics (fever tachycardia, ~10 bpm/degC); see george_heart_rate.yaml	Guyton & Hall: temperature directly raises heart rate; clinical fever tachycardia | re-routed core_temperature->heart_rate through sa_node_automaticity per G. Gkoutos curated heart-rate mechanism (ECO:0000305)
legacy-evidence-d4eede300716f46170db	benchmarks/human/systems/thyroid.yaml	6	metabolic_rate	metabolic_heat_production	+	proposal-pending	legacy-evidence-unclassified		False	increased oxidative metabolism dissipates energy as heat (obligatory thermogenesis)	thermoregulation: metabolic rate is the source term for metabolic heat production | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-143 (24.7: Energy and Heat Balance): 10% of daily energy expenditure is for body thermoregulat
legacy-evidence-698b3758be66a8ca90de	benchmarks/human/systems/trace_metals.yaml	2	hepatic_copper_excretion	plasma_copper	?	proposal-pending	legacy-evidence-unclassified		False	hepatobiliary excretion removes copper from the body; in isolation higher excretion lowers the body copper pool, but in Wilson disease loss of excretion paradoxically LOWERS measured (ceruloplasmin-bound) serum copper while raising hepatic/	Harrison's Principles of Internal Medicine (Wilson disease: low total serum copper, raised free copper, hepatic accumulation); Boron & Boulpaep Medical Physiology
legacy-evidence-eb5a19d299d8187922e6	benchmarks/human/systems/trace_metals.yaml	3	plasma_ceruloplasmin	plasma_copper	+	proposal-pending	legacy-evidence-unclassified		False	ceruloplasmin carries roughly 90% of circulating copper; measured (total) serum copper tracks holo-ceruloplasmin, so lower ceruloplasmin lowers the dominant ceruloplasmin-bound serum copper pool	Lehninger Principles of Biochemistry (ceruloplasmin as major Cu carrier, ~90% of serum copper); Boron & Boulpaep Medical Physiology; Harrison's
legacy-evidence-c7565869b2879f416654	benchmarks/human/systems/trace_metals.yaml	6	atp7a_activity	plasma_zinc	?	proposal-pending	legacy-evidence-unclassified		False	copper deficiency derepresses enterocyte metallothionein, which can secondarily alter zinc handling; the direction of the effect on plasma zinc is not well established, so the sign is flagged ambiguous	Harrison's Principles of Internal Medicine (copper–zinc antagonism in intestinal absorption); Boron & Boulpaep Medical Physiology
legacy-evidence-28b9d424d66f4061de15	benchmarks/multiscale/endothelium_smc.yaml	5	endothelial_shear_stress	endothelial_pgi2_production	+	proposal-pending	legacy-evidence-unclassified		False	shear stress upregulates COX/PTGIS-mediated prostacyclin synthesis in endothelium (GO:0001516 prostaglandin biosynthesis)	Boron & Boulpaep Medical Physiology (shear-induced prostacyclin release)
legacy-evidence-d925a16e8ac9d0345380	benchmarks/multiscale/epo_jak_stat.yaml	4	bcl_xl_level	erythroid_progenitor_proliferation	+	proposal-pending	legacy-evidence-unclassified		False	Bcl-xL suppresses mitochondrial apoptosis in CFU-E (quality: Bcl-xL level -> disposition: inhibition of pro-apoptotic Bax/Bak -> process: blockade of apoptosis -> quality: progenitor survival/net proliferation rate)	Adlung et al. (2021) Cell Reports 36:109507; Boron & Boulpaep, Medical Physiology (EPO-dependent survival prevents apoptosis of erythroid progenitors). [citations PubMed-verified]
legacy-evidence-9c0ad39ede6b050e1036	benchmarks/multiscale/erythroblastic_island.yaml	2	erythroblast_proliferation	island_macrophage_activity	+	proposal-pending	legacy-evidence-unclassified		False	juxtacrine feedback: expanding erythroblasts present ICAM4 to macrophage alphaV integrin, assembling/stabilizing the island and sustaining macrophage support (quality: erythroblast number/proliferation -> disposition: ICAM4-alphaV adhesion 	OmniPath ligrec ICAM4->ITGAV is_stimulation=True, PMID 11435317 (15355350); Chasis & Mohandas (2008) Blood 112:470-478, PMID 18650462. Manwani & Bieker (2008) PMID 18282516. [citations PubMed-verified]
legacy-evidence-0fd63e1900d2e7f31f15	benchmarks/multiscale/erythroblastic_island.yaml	3	erythroblast_maturation	island_macrophage_activity	+	proposal-pending	legacy-evidence-unclassified		False	erythroblast enucleation releases pyrenocytes (extruded nuclei) presenting phosphatidylserine, engaging macrophage clearance receptors that reinforce the nurse program (quality: erythroblast maturation/enucleation rate -> disposition: PS ex	Chasis & Mohandas (2008) Blood 112:470-478, PMID 18650462 (central macrophage ingests extruded nuclei); Manwani & Bieker (2008) Curr Top Dev Biol 82:23-53, PMID 18282516. [citations PubMed-verified]
legacy-evidence-9736d1cd51abafe412ff	benchmarks/multiscale/erythroblastic_island.yaml	4	erythroblast_proliferation	erythroblast_maturation	+	proposal-pending	legacy-evidence-unclassified		False	lineage progression: a larger proliferating erythroblast pool feeds the terminal maturation/enucleation program (quality: erythroblast proliferation rate -> disposition: cell-cycle exit competence -> process: GO:0030218 erythrocyte differen	Manwani & Bieker (2008) Curr Top Dev Biol 82:23-53, PMID 18282516; Boron & Boulpaep, Medical Physiology (erythroid precursors proliferate then mature/enucleate). [citations PubMed-verified]
legacy-evidence-075624e23c6d93b63ba6	benchmarks/multiscale/immune_paracrine.yaml	1	th1_cell_activation	macrophage_activation	+	proposal-pending	legacy-evidence-unclassified		False	Th1 IFN-gamma -> IFNGR1/IFNGR2 on macrophage -> JAK1/JAK2 -> STAT1 -> classical (M1) activation (GO:0060333 IFN-gamma-mediated signaling pathway)	OmniPath ligrec IFNG->IFNGR1/IFNGR2 consensus_stimulation=True (refs SIGNOR:10986460; Macrophage:7617032) | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-119 (21.4: The Adaptive Immune Response - T Lymphocytes and Their Func
legacy-evidence-631e50e7319bd7ace938	benchmarks/multiscale/immune_paracrine.yaml	2	macrophage_activation	th17_cell_activation	+	proposal-pending	legacy-evidence-unclassified		False	macrophage IL-6 -> IL6R/IL6ST(gp130) on CD4 T cell -> STAT3 (with TGF-beta) -> RORgt -> Th17 differentiation/activation (GO:0070102 IL-6-mediated signaling)	OmniPath ligrec IL6->IL6R / IL6R_IL6ST consensus_stimulation=True (refs SIGNOR:8676083; ICELLNET:9143707); Janeway's Immunobiology 9th ed.
legacy-evidence-57c81c0302d274c0d788	benchmarks/multiscale/immune_paracrine.yaml	3	macrophage_activation	dendritic_cell_activation	+	proposal-pending	legacy-evidence-unclassified		False	macrophage TNF-alpha -> TNFRSF1A (TNFR1) on dendritic cell -> NF-kB -> DC maturation and further IL-12 output (GO:0033209 TNF-mediated signaling)	OmniPath ligrec TNF->TNFRSF1A consensus_stimulation=True (refs SIGNOR:17151142; NetPath:10634209) [citations PubMed-verified]
legacy-evidence-72ad06250d0a7e065095	benchmarks/multiscale/immune_paracrine.yaml	4	treg_il10_secretion	macrophage_activation	-	proposal-pending	legacy-evidence-unclassified		False	Treg IL-10 -> IL10RA/IL10RB on macrophage -> STAT3 -> suppression of NF-kB-driven pro-inflammatory cytokine (TNF/IL-6/IL-12) transcription (GO:0032613 IL-10 production / GO:0050728 negative regulation of inflammatory response)	OmniPath ligrec IL10->IL10RA/IL10RB consensus_stimulation=True for receptor binding; functional inhibition of macrophage activation; Janeway's Immunobiology 9th ed. | textbook corroboration: OpenStax Biology 2e §bio-42.2 (42.2: Adaptive Imm
legacy-evidence-442b4f969a9cc41aa8cc	benchmarks/multiscale/islet_paracrine.yaml	0	beta_cell_insulin_secretion	alpha_cell_glucagon_secretion	-	proposal-pending	legacy-evidence-unclassified		False	co-secreted insulin + Zn2+ -> alpha-cell INSR / Zn2+ action -> suppression of glucagon exocytosis (GO:0070091 glucagon secretion, negative regulation)	OmniPath INS->INSR (P01308->P06213, consensus_stimulation); Unger & Cherrington 2012 J Clin Invest PMID:22214853 [citations PubMed-verified]
legacy-evidence-9fc725b6c4cd7aa0d3a3	benchmarks/multiscale/islet_paracrine.yaml	1	beta_cell_insulin_secretion	delta_cell_somatostatin_secretion	+	proposal-pending	legacy-evidence-unclassified		False	beta-cell insulin -> delta-cell INSR -> stimulation of somatostatin release (GO:0070253 somatostatin secretion); CONTESTED direct paracrine link	CONTESTED sign (+). For: OmniPath INS->INSR (P01308->P06213, consensus_stimulation). AGAINST: Hauge-Evans AC, Anderson RL, Persaud SJ, Jones PM 2012, 'Delta cell secretory responses to insulin secretagogues are not mediated indirectly by in
legacy-evidence-fcec57bac1d4c5caf843	benchmarks/multiscale/islet_paracrine.yaml	2	alpha_cell_glucagon_secretion	beta_cell_insulin_secretion	+	proposal-pending	legacy-evidence-unclassified		False	alpha-cell glucagon -> beta-cell GCGR/GLP1R -> Gs/cAMP potentiation of insulin secretion (GO:0030073 insulin secretion, positive regulation)	OmniPath GCG->GCGR (P01275->P47871, consensus_stimulation) [citations PubMed-verified]
legacy-evidence-0f4cd95276109dff8515	benchmarks/multiscale/islet_paracrine.yaml	3	alpha_cell_glucagon_secretion	delta_cell_somatostatin_secretion	+	proposal-pending	legacy-evidence-unclassified		False	alpha-cell glucagon -> delta-cell GCGR -> Gs/cAMP stimulation of somatostatin release (GO:0070253 somatostatin secretion)	OmniPath GCG->GCGR (P01275->P47871, consensus_stimulation); Boron & Boulpaep Medical Physiology, endocrine pancreas
legacy-evidence-02cdb15fc17f52721cf2	benchmarks/multiscale/islet_paracrine.yaml	4	delta_cell_somatostatin_secretion	alpha_cell_glucagon_secretion	-	proposal-pending	legacy-evidence-unclassified		False	delta-cell somatostatin -> alpha-cell SSTR2 (Gi) -> cAMP fall -> inhibition of glucagon exocytosis (GO:0070091 glucagon secretion, negative regulation)	OmniPath SST->SSTR (P61278->P30874/P31391/P35346, consensus_stimulation = receptor engagement; SSTR is Gi-coupled inhibitory) | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-097 (17.10: The Endocrine Pancreas): pancreatic so
legacy-evidence-e5315a6365ca5f72c0a2	benchmarks/multiscale/islet_paracrine.yaml	5	delta_cell_somatostatin_secretion	beta_cell_insulin_secretion	-	proposal-pending	legacy-evidence-unclassified		False	delta-cell somatostatin -> beta-cell SSTR (Gi) -> cAMP fall / K+ hyperpolarization -> inhibition of insulin secretion (GO:0030073 insulin secretion, negative regulation)	OmniPath SST->SSTR (P61278->P30874/P31391/P35346, consensus_stimulation = receptor engagement; SSTR is Gi-coupled inhibitory) | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-097 (17.10: The Endocrine Pancreas): pancreatic so
legacy-evidence-42b5b3b991f2789530c2	benchmarks/multiscale/vascular_tone.yaml	0	at1_receptor_activity	intracellular_calcium	+	proposal-pending	legacy-evidence-unclassified		False	Gq/PLC-beta -> IP3 -> SR Ca2+ release + influx	GO:0007200 phospholipase C-activating GPCR signaling; textbook
legacy-evidence-d9cff512a8e2e078767d	benchmarks/multiscale/vascular_tone.yaml	1	intracellular_calcium	mlc_phosphorylation	+	proposal-pending	legacy-evidence-unclassified		False	Ca2+/calmodulin activates myosin light-chain kinase (MLCK)	GO:0004687 MLCK activity; textbook | textbook corroboration: OpenStax Anatomy & Physiology 2e §anp-060 (10.9: Smooth Muscle): 'Ca++-calmodulin complex then activates an enzyme called myosin (light chain) kinase, which, in turn, activates th
